pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b|a)(b*))*),33,33,1,1.0,1.0,1.0
(((b|b)(a|ε))*),54,54,2,0,0,0
(((b|b)(b|ε))*),58,58,2,1.0,1.0,1.0
(((b|b)(a*))*),53,53,2,1.0,1.0,1.0
(((b|b)(b*))*),35,35,1,1.0,1.0,1.0
((a((a|a)|ε))*),35,35,1,0,0,0
((a((a|b)|ε))*),35,35,1,0,0.0,0
((a((b|a)|ε))*),35,35,1,0,0.0,0
((a((b|b)|ε))*),35,35,1,0,0.0,0
((a((a|a)*))*),35,35,1,1.0,1.0,1.0
((a((a|b)*))*),53,53,2,1.0,1.0,1.0
((a((b|a)*))*),53,53,2,1.0,1.0,1.0
((a((b|b)*))*),53,53,2,1.0,1.0,1.0
((b((a|a)|ε))*),54,54,2,0,0,0
((b((a|b)|ε))*),53,53,2,1.0,1.0,1.0
((b((b|a)|ε))*),53,53,2,1.0,1.0,1.0
((b((b|b)|ε))*),58,58,2,1.0,1.0,1.0
((b((a|a)*))*),53,53,2,1.0,1.0,1.0
((b((a|b)*))*),53,53,2,1.0,1.0,1.0
((b((b|a)*))*),53,53,2,1.0,1.0,1.0
((b((b|b)*))*),35,35,1,1.0,1.0,1.0
((((a|a)*)a)*),35,35,1,1.0,1.0,1.0
((((a|a)*)b)*),35,35,1,1.0,1.0,1.0
((((a|b)*)a)*),35,35,1,1.0,1.0,1.0
((((a|b)*)b)*),35,35,1,1.0,1.0,1.0
((((b|a)*)a)*),35,35,1,1.0,1.0,1.0
((((b|a)*)b)*),35,35,1,1.0,1.0,1.0
((((b|b)*)a)*),35,35,1,1.0,1.0,1.0
((((b|b)*)b)*),35,35,1,1.0,1.0,1.0
(((a*)(a|a))*),35,35,1,1.0,1.0,1.0
(((a*)(a|b))*),33,33,1,1.0,1.0,1.0
(((a*)(b|a))*),33,33,1,1.0,1.0,1.0
(((a*)(b|b))*),35,35,1,1.0,1.0,1.0
(((b*)(a|a))*),35,35,1,1.0,1.0,1.0
(((b*)(a|b))*),33,33,1,1.0,1.0,1.0
(((b*)(b|a))*),33,33,1,1.0,1.0,1.0
(((b*)(b|b))*),35,35,1,1.0,1.0,1.0
(((a|ε)(aa))*),35,35,1,0,0.0,0
(((a|ε)(ab))*),98,98,2,0,0,0
(((a|ε)(ba))*),35,35,1,0,0,0
(((a|ε)(bb))*),35,35,1,0,0.0,0
(((b|ε)(aa))*),35,35,1,0,0,0
(((b|ε)(ab))*),35,35,1,0,0,0
(((b|ε)(ba))*),35,35,1,0,0,0
(((b|ε)(bb))*),35,35,1,0,0.0,0
((a((a|ε)a))*),35,35,1,0,0.0,0
((a((a|ε)b))*),98,98,2,0,0,0
((a((b|ε)a))*),35,35,1,0,0,0
((a((b|ε)b))*),35,35,1,0,0.0,0
((a(a(a|ε)))*),35,35,1,0,0.0,0
((a(a(b|ε)))*),98,98,2,0,0,0
((a(a(a*)))*),35,35,1,0,0.0,0
((a(a(b*)))*),98,98,3,1.0,1.0,1.0
((a(b(a|ε)))*),35,35,1,0,0,0
((a(b(b|ε)))*),35,35,1,0,0.0,0
((a(b(a*)))*),114,114,4,1.0,1.0,1.0
((a(b(b*)))*),35,35,1,0,0.0,0
((a((a*)a))*),35,35,1,0,0.0,0
((a((a*)b))*),65,65,2,1.0,1.0,1.0
((a((b*)a))*),56,56,2,1.0,1.0,1.0
((a((b*)b))*),35,35,1,0,0.0,0
((b((a|ε)a))*),35,35,1,0,0,0
((b((a|ε)b))*),35,35,1,0,0,0
((b((b|ε)a))*),35,35,1,0,0,0
((b((b|ε)b))*),35,35,1,0,0.0,0
((b(a(a|ε)))*),35,35,1,0,0,0
((b(a(b|ε)))*),35,35,1,0,0,0
((b(a(a*)))*),96,96,3,1.0,1.0,1.0
((b(a(b*)))*),110,110,4,1.0,1.0,1.0
((b(b(a|ε)))*),35,35,1,0,0,0
((b(b(b|ε)))*),35,35,1,0,0.0,0
((b(b(a*)))*),85,85,3,1.0,1.0,1.0
((b(b(b*)))*),58,58,2,1.0,0.5,0.6666666666666666
((b((a*)a))*),96,96,3,1.0,1.0,1.0
((b((a*)b))*),57,57,2,1.0,1.0,1.0
((b((b*)a))*),54,54,2,1.0,1.0,1.0
((b((b*)b))*),58,58,2,1.0,0.5,0.6666666666666666
(((a*)(aa))*),35,35,1,0,0.0,0
(((a*)(ab))*),65,65,2,1.0,1.0,1.0
(((a*)(ba))*),76,76,3,1.0,1.0,1.0
(((a*)(bb))*),58,58,2,1.0,0.043478260869565216,0.08333333333333333
(((b*)(aa))*),108,108,3,1.0,1.0,1.0
(((b*)(ab))*),96,96,3,1.0,1.0,1.0
(((b*)(ba))*),54,54,2,1.0,1.0,1.0
(((b*)(bb))*),58,58,2,1.0,0.5,0.6666666666666666
((a|(a|(a|(a|a))))|ε),55,55,2,0,0,0
((a|(a|(a|(a|b))))|ε),55,55,2,0,0,0
((a|(a|(a|(b|a))))|ε),55,55,2,0,0,0
((a|(a|(a|(b|b))))|ε),55,55,2,0,0,0
((a|(a|(b|(a|a))))|ε),55,55,2,0,0,0
((a|(a|(b|(a|b))))|ε),55,55,2,0,0,0
((a|(a|(b|(b|a))))|ε),55,55,2,0,0,0
((a|(a|(b|(b|b))))|ε),55,55,2,0,0,0
((a|(b|(a|(a|a))))|ε),55,55,2,0,0,0
((a|(b|(a|(a|b))))|ε),55,55,2,0,0,0
((a|(b|(a|(b|a))))|ε),55,55,2,0,0,0
((a|(b|(a|(b|b))))|ε),55,55,2,0,0,0
((a|(b|(b|(a|a))))|ε),55,55,2,0,0,0
((a|(b|(b|(a|b))))|ε),55,55,2,0,0,0
((a|(b|(b|(b|a))))|ε),55,55,2,0,0,0
((a|(b|(b|(b|b))))|ε),55,55,2,0,0,0
((a|((a|ε)a))|ε),54,54,2,0.0,0,0
((a|((a|ε)b))|ε),54,54,2,0,0,0
((a|((b|ε)a))|ε),64,64,2,0,0,0
((a|((b|ε)b))|ε),79,79,3,0,0,0
((a|(a(a|ε)))|ε),54,54,2,0.0,0,0
((a|(a(b|ε)))|ε),54,54,2,0,0,0
((a|(a(a*)))|ε),54,54,2,1.0,1.0,1.0
((a|(a(b*)))|ε),54,54,2,0,0,0
((a|(b(a|ε)))|ε),64,64,2,0,0,0
((a|(b(b|ε)))|ε),79,79,3,0,0,0
((a|(b(a*)))|ε),53,53,2,0.6666666666666666,1.0,0.8
((a|(b(b*)))|ε),54,54,2,1.0,1.0,1.0
((a|((a*)a))|ε),54,54,2,1.0,1.0,1.0
((a|((a*)b))|ε),55,55,2,0,0,0
((a|((b*)a))|ε),55,55,2,0,0,0
((a|((b*)b))|ε),54,54,2,1.0,1.0,1.0
((a|((a|a)*))|ε),35,35,1,1.0,1.0,1.0
((a|((a|b)*))|ε),33,33,1,1.0,1.0,1.0
((a|((b|a)*))|ε),33,33,1,1.0,1.0,1.0
((a|((b|b)*))|ε),53,53,2,1.0,1.0,1.0
((a|(a*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((a|(a*)|(b*))|ε),93,93,3,1.0,1.0,1.0
((a|(b*)|(a*))|ε),93,93,3,1.0,1.0,1.0
((a|(b*)|(b*))|ε),53,53,2,1.0,1.0,1.0
((b|(a|(a|(a|a))))|ε),55,55,2,0,0,0
((b|(a|(a|(a|b))))|ε),55,55,2,0,0,0
((b|(a|(a|(b|a))))|ε),55,55,2,0,0,0
((b|(a|(a|(b|b))))|ε),55,55,2,0,0,0
((b|(a|(b|(a|a))))|ε),55,55,2,0,0,0
((b|(a|(b|(a|b))))|ε),55,55,2,0,0,0
((b|(a|(b|(b|a))))|ε),55,55,2,0,0,0
((b|(a|(b|(b|b))))|ε),55,55,2,0,0,0
((b|(b|(a|(a|a))))|ε),55,55,2,0,0,0
((b|(b|(a|(a|b))))|ε),55,55,2,0,0,0
((b|(b|(a|(b|a))))|ε),55,55,2,0,0,0
((b|(b|(a|(b|b))))|ε),55,55,2,0,0,0
((b|(b|(b|(a|a))))|ε),55,55,2,0,0,0
((b|(b|(b|(a|b))))|ε),55,55,2,0,0,0
((b|(b|(b|(b|a))))|ε),55,55,2,0,0,0
((b|(b|(b|(b|b))))|ε),59,59,2,0,0,0
((b|((a|ε)a))|ε),83,83,3,0,0,0
((b|((a|ε)b))|ε),58,58,2,0,0,0
((b|((b|ε)a))|ε),54,54,2,0.0,0,0
((b|((b|ε)b))|ε),55,55,2,0.0,0,0
((b|(a(a|ε)))|ε),83,83,3,0,0,0
((b|(a(b|ε)))|ε),58,58,2,0,0,0
((b|(a(a*)))|ε),55,55,2,0,0.0,0
((b|(a(b*)))|ε),55,55,2,0,0,0
((b|(b(a|ε)))|ε),54,54,2,0.0,0,0
((b|(b(b|ε)))|ε),55,55,2,0.0,0,0
((b|(b(a*)))|ε),54,54,2,1.0,1.0,1.0
((b|(b(b*)))|ε),55,55,2,1.0,1.0,1.0
((b|((a*)a))|ε),55,55,2,0,0.0,0
((b|((a*)b))|ε),58,58,2,0,0,0
((b|((b*)a))|ε),72,72,3,0.0,0,0
((b|((b*)b))|ε),55,55,2,1.0,1.0,1.0
((b|((a|a)*))|ε),52,52,2,1.0,1.0,1.0
((b|((a|b)*))|ε),33,33,1,1.0,1.0,1.0
((b|((b|a)*))|ε),33,33,1,1.0,1.0,1.0
((b|((b|b)*))|ε),35,35,1,1.0,1.0,1.0
((b|(a*)|(a*))|ε),52,52,2,1.0,1.0,1.0
((b|(a*)|(b*))|ε),93,93,3,1.0,1.0,1.0
((b|(b*)|(a*))|ε),93,93,3,1.0,1.0,1.0
((b|(b*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((aa)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((aa)|(b*))|ε),102,102,4,1.0,1.0,1.0
(((ab)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((ab)|(b*))|ε),75,75,3,1.0,1.0,1.0
(((ba)|(a*))|ε),73,73,3,0.3333333333333333,1.0,0.5
(((ba)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((bb)|(a*))|ε),75,75,3,1.0,1.0,1.0
(((bb)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((aa)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((ab)*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((a*)|((ba)*))|ε),73,73,3,0.2,1.0,0.33333333333333337
(((a*)|((bb)*))|ε),75,75,3,1.0,1.0,1.0
(((b*)|((aa)*))|ε),102,102,4,1.0,1.0,1.0
(((b*)|((ab)*))|ε),104,104,4,1.0,1.0,1.0
(((b*)|((ba)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((bb)*))|ε),35,35,1,1.0,1.0,1.0
((((aa)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((aa)*)|(b*))|ε),102,102,4,1.0,1.0,1.0
((((ab)*)|(a*))|ε),35,35,1,1.0,0.5,0.6666666666666666
((((ab)*)|(b*))|ε),104,104,4,1.0,1.0,1.0
((((ba)*)|(a*))|ε),73,73,3,0.2,1.0,0.33333333333333337
((((ba)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((bb)*)|(a*))|ε),75,75,3,1.0,1.0,1.0
((((bb)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a|a)|ε)(a|ε))|ε),33,33,1,0,0,0
((((a|a)|ε)(b|ε))|ε),33,33,1,0,0,0
((((a|a)|ε)(a*))|ε),54,54,2,1.0,1.0,1.0
((((a|a)|ε)(b*))|ε),54,54,2,0,0,0
((((a|b)|ε)(a|ε))|ε),33,33,1,0,0,0
((((a|b)|ε)(b|ε))|ε),33,33,1,0,0,0
((((a|b)|ε)(a*))|ε),53,53,2,1.0,1.0,1.0
((((a|b)|ε)(b*))|ε),54,54,2,1.0,1.0,1.0
((((b|a)|ε)(a|ε))|ε),33,33,1,0,0,0
((((b|a)|ε)(b|ε))|ε),33,33,1,0,0,0
((((b|a)|ε)(a*))|ε),53,53,2,1.0,1.0,1.0
((((b|a)|ε)(b*))|ε),54,54,2,1.0,1.0,1.0
((((b|b)|ε)(a|ε))|ε),33,33,1,0,0,0
((((b|b)|ε)(b|ε))|ε),33,33,1,0,0,0
((((b|b)|ε)(a*))|ε),54,54,2,1.0,1.0,1.0
((((b|b)|ε)(b*))|ε),55,55,2,1.0,1.0,1.0
(((a|ε)((a|a)|ε))|ε),33,33,1,0,0,0
(((a|ε)((a|b)|ε))|ε),33,33,1,0,0,0
(((a|ε)((b|a)|ε))|ε),33,33,1,0,0,0
(((a|ε)((b|b)|ε))|ε),33,33,1,0,0,0
(((a|ε)((a|a)*))|ε),54,54,2,1.0,1.0,1.0
(((a|ε)((a|b)*))|ε),53,53,2,1.0,1.0,1.0
(((a|ε)((b|a)*))|ε),53,53,2,1.0,1.0,1.0
(((a|ε)((b|b)*))|ε),54,54,2,0,0,0
(((b|ε)((a|a)|ε))|ε),33,33,1,0,0,0
(((b|ε)((a|b)|ε))|ε),33,33,1,0,0,0
(((b|ε)((b|a)|ε))|ε),33,33,1,0,0,0
(((b|ε)((b|b)|ε))|ε),33,33,1,0,0,0
(((b|ε)((a|a)*))|ε),54,54,2,1.0,1.0,1.0
(((b|ε)((a|b)*))|ε),53,53,2,1.0,1.0,1.0
(((b|ε)((b|a)*))|ε),53,53,2,1.0,1.0,1.0
(((b|ε)((b|b)*))|ε),55,55,2,1.0,1.0,1.0
((((aa)|ε)a)|ε),33,33,1,0,0.0,0
((((aa)|ε)b)|ε),33,33,1,0,0,0
((((ab)|ε)a)|ε),33,33,1,0,0,0
((((ab)|ε)b)|ε),33,33,1,0,0,0
((((ba)|ε)a)|ε),33,33,1,0,0,0
((((ba)|ε)b)|ε),33,33,1,0,0,0
((((bb)|ε)a)|ε),33,33,1,0,0,0
((((bb)|ε)b)|ε),33,33,1,0,0,0
(((a|(a|a))a)|ε),33,33,1,0,0,0
(((a|(a|a))b)|ε),33,33,1,0,0,0
(((a|(a|b))a)|ε),33,33,1,0,0,0
(((a|(a|b))b)|ε),33,33,1,0,0,0
(((a|(b|a))a)|ε),33,33,1,0,0,0
(((a|(b|a))b)|ε),33,33,1,0,0,0
(((a|(b|b))a)|ε),33,33,1,0,0,0
(((a|(b|b))b)|ε),33,33,1,0,0,0
(((b|(a|a))a)|ε),33,33,1,0,0,0
(((b|(a|a))b)|ε),33,33,1,0,0,0
(((b|(a|b))a)|ε),33,33,1,0,0,0
(((b|(a|b))b)|ε),33,33,1,0,0,0
(((b|(b|a))a)|ε),33,33,1,0,0,0
(((b|(b|a))b)|ε),33,33,1,0,0,0
(((b|(b|b))a)|ε),33,33,1,0,0,0
(((b|(b|b))b)|ε),33,33,1,0,0,0
((((a*)|(a*))a)|ε),54,54,2,1.0,1.0,1.0
((((a*)|(a*))b)|ε),58,58,2,0,0,0
((((a*)|(b*))a)|ε),94,94,3,1.0,1.0,1.0
((((a*)|(b*))b)|ε),105,105,3,1.0,1.0,1.0
((((b*)|(a*))a)|ε),94,94,3,1.0,1.0,1.0
((((b*)|(a*))b)|ε),105,105,3,1.0,1.0,1.0
((((b*)|(b*))a)|ε),55,55,2,0,0,0
((((b*)|(b*))b)|ε),55,55,2,1.0,1.0,1.0
((a((aa)|ε))|ε),33,33,1,0,0.0,0
((a((ab)|ε))|ε),33,33,1,0,0,0
((a((ba)|ε))|ε),33,33,1,0,0,0
((a((bb)|ε))|ε),33,33,1,0,0,0
((a(a|(a|a)))|ε),33,33,1,0,0,0
((a(a|(a|b)))|ε),33,33,1,0,0,0
((a(a|(b|a)))|ε),33,33,1,0,0,0
((a(a|(b|b)))|ε),33,33,1,0,0,0
((a(b|(a|a)))|ε),33,33,1,0,0,0
((a(b|(a|b)))|ε),33,33,1,0,0,0
((a(b|(b|a)))|ε),33,33,1,0,0,0
((a(b|(b|b)))|ε),33,33,1,0,0,0
((a((a*)|(a*)))|ε),54,54,2,1.0,1.0,1.0
((a((a*)|(b*)))|ε),95,95,4,1.0,1.0,1.0
((a((b*)|(a*)))|ε),95,95,4,1.0,1.0,1.0
((a((b*)|(b*)))|ε),54,54,2,0,0,0
((a((aa)*))|ε),55,55,2,1.0,1.0,1.0
((a((ab)*))|ε),55,55,2,0,0,0
((a((ba)*))|ε),55,55,2,0,0,0
((a((bb)*))|ε),55,55,2,0,0,0
((b((aa)|ε))|ε),33,33,1,0,0,0
((b((ab)|ε))|ε),33,33,1,0,0,0
((b((ba)|ε))|ε),33,33,1,0,0,0
((b((bb)|ε))|ε),33,33,1,0,0,0
((b(a|(a|a)))|ε),33,33,1,0,0,0
((b(a|(a|b)))|ε),33,33,1,0,0,0
((b(a|(b|a)))|ε),33,33,1,0,0,0
((b(a|(b|b)))|ε),33,33,1,0,0,0
((b(b|(a|a)))|ε),33,33,1,0,0,0
((b(b|(a|b)))|ε),33,33,1,0,0,0
((b(b|(b|a)))|ε),33,33,1,0,0,0
((b(b|(b|b)))|ε),33,33,1,0,0,0
((b((a*)|(a*)))|ε),54,54,2,1.0,1.0,1.0
((b((a*)|(b*)))|ε),126,126,4,1.0,1.0,1.0
((b((b*)|(a*)))|ε),126,126,4,1.0,1.0,1.0
((b((b*)|(b*)))|ε),55,55,2,1.0,1.0,1.0
((b((aa)*))|ε),59,59,2,0,0.0,0
((b((ab)*))|ε),59,59,2,0,0,0
((b((ba)*))|ε),59,59,2,0,0,0
((b((bb)*))|ε),59,59,2,1.0,1.0,1.0
((((a|a)*)(a|ε))|ε),54,54,2,1.0,1.0,1.0
((((a|a)*)(b|ε))|ε),58,58,2,0,0,0
((((a|a)*)(a*))|ε),35,35,1,1.0,1.0,1.0
((((a|a)*)(b*))|ε),53,53,2,1.0,1.0,1.0
((((a|b)*)(a|ε))|ε),35,35,1,1.0,1.0,1.0
((((a|b)*)(b|ε))|ε),35,35,1,1.0,1.0,1.0
((((a|b)*)(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|b)*)(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|a)*)(a|ε))|ε),35,35,1,1.0,1.0,1.0
((((b|a)*)(b|ε))|ε),35,35,1,1.0,1.0,1.0
((((b|a)*)(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|a)*)(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|b)*)(a|ε))|ε),55,55,2,0,0,0
((((b|b)*)(b|ε))|ε),55,55,2,1.0,1.0,1.0
((((b|b)*)(a*))|ε),53,53,2,1.0,1.0,1.0
((((b|b)*)(b*))|ε),35,35,1,1.0,1.0,1.0
(((a*)((a|a)|ε))|ε),54,54,2,1.0,1.0,1.0
(((a*)((a|b)|ε))|ε),55,55,2,0,0.0,0
(((a*)((b|a)|ε))|ε),55,55,2,0,0.0,0
(((a*)((b|b)|ε))|ε),58,58,2,0,0,0
(((a*)((a|a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)((a|b)*))|ε),33,33,1,1.0,1.0,1.0
(((a*)((b|a)*))|ε),33,33,1,1.0,1.0,1.0
(((a*)((b|b)*))|ε),53,53,2,1.0,1.0,1.0
(((b*)((a|a)|ε))|ε),55,55,2,0,0,0
(((b*)((a|b)|ε))|ε),72,72,3,1.0,1.0,1.0
(((b*)((b|a)|ε))|ε),72,72,3,1.0,1.0,1.0
(((b*)((b|b)|ε))|ε),55,55,2,1.0,1.0,1.0
(((b*)((a|a)*))|ε),53,53,2,1.0,1.0,1.0
(((b*)((a|b)*))|ε),33,33,1,1.0,1.0,1.0
(((b*)((b|a)*))|ε),33,33,1,1.0,1.0,1.0
(((b*)((b|b)*))|ε),35,35,1,1.0,1.0,1.0
((((aa)*)a)|ε),55,55,2,1.0,1.0,1.0
((((aa)*)b)|ε),85,85,3,0,0,0
((((ab)*)a)|ε),55,55,2,0,0,0
((((ab)*)b)|ε),93,93,3,1.0,1.0,1.0
((((ba)*)a)|ε),86,86,3,1.0,1.0,1.0
((((ba)*)b)|ε),59,59,2,0,0,0
((((bb)*)a)|ε),78,78,3,0,0,0
((((bb)*)b)|ε),59,59,2,1.0,1.0,1.0
(((a|ε)((a|ε)a))|ε),33,33,1,0,0.0,0
(((a|ε)((a|ε)b))|ε),33,33,1,0,0,0
(((a|ε)((b|ε)a))|ε),33,33,1,0,0,0
(((a|ε)((b|ε)b))|ε),33,33,1,0,0,0
(((a|ε)(a(a|ε)))|ε),33,33,1,0,0.0,0
(((a|ε)(a(b|ε)))|ε),33,33,1,0,0,0
(((a|ε)(a(a*)))|ε),33,33,1,0,0.0,0
(((a|ε)(a(b*)))|ε),33,33,1,0,0,0
(((a|ε)(b(a|ε)))|ε),33,33,1,0,0,0
(((a|ε)(b(b|ε)))|ε),33,33,1,0,0,0
(((a|ε)(b(a*)))|ε),33,33,1,0,0,0
(((a|ε)(b(b*)))|ε),33,33,1,0,0.0,0
(((a|ε)((a*)a))|ε),33,33,1,0,0.0,0
(((a|ε)((a*)b))|ε),33,33,1,0,0,0
(((a|ε)((b*)a))|ε),33,33,1,0,0.0,0
(((a|ε)((b*)b))|ε),33,33,1,0,0.0,0
(((b|ε)((a|ε)a))|ε),33,33,1,0,0,0
(((b|ε)((a|ε)b))|ε),33,33,1,0,0,0
(((b|ε)((b|ε)a))|ε),33,33,1,0,0,0
(((b|ε)((b|ε)b))|ε),33,33,1,0,0,0
(((b|ε)(a(a|ε)))|ε),33,33,1,0,0,0
(((b|ε)(a(b|ε)))|ε),33,33,1,0,0,0
(((b|ε)(a(a*)))|ε),33,33,1,0,0.0,0
(((b|ε)(a(b*)))|ε),33,33,1,0,0,0
(((b|ε)(b(a|ε)))|ε),33,33,1,0,0,0
(((b|ε)(b(b|ε)))|ε),33,33,1,0,0,0
(((b|ε)(b(a*)))|ε),33,33,1,0,0,0
(((b|ε)(b(b*)))|ε),33,33,1,0,0.0,0
(((b|ε)((a*)a))|ε),33,33,1,0,0.0,0
(((b|ε)((a*)b))|ε),33,33,1,0,0.0,0
