pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b|a)|ε)(a|a)),33,33,1,0,0,0
(((b|a)|ε)(a|b)),33,33,1,0,0,0
(((b|a)|ε)(b|a)),33,33,1,0,0,0
(((b|a)|ε)(b|b)),33,33,1,0,0,0
(((b|b)|ε)(a|a)),33,33,1,0,0,0
(((b|b)|ε)(a|b)),33,33,1,0,0,0
(((b|b)|ε)(b|a)),33,33,1,0,0,0
(((b|b)|ε)(b|b)),33,33,1,0,0,0
(((b|(a|a))|ε)(a|ε)),33,33,1,0,0,0
(((b|(a|a))|ε)(b|ε)),33,33,1,0,0,0
(((b|(a|a))|ε)(a*)),76,76,2,1.0,1.0,1.0
(((b|(a|a))|ε)(b*)),77,77,2,1.0,1.0,1.0
(((b|(a|b))|ε)(a|ε)),33,33,1,0,0,0
(((b|(a|b))|ε)(b|ε)),33,33,1,0,0,0
(((b|(a|b))|ε)(a*)),76,76,2,1.0,1.0,1.0
(((b|(a|b))|ε)(b*)),77,77,2,1.0,1.0,1.0
(((b|(b|a))|ε)(a|ε)),33,33,1,0,0,0
(((b|(b|a))|ε)(b|ε)),33,33,1,0,0,0
(((b|(b|a))|ε)(a*)),76,76,2,1.0,1.0,1.0
(((b|(b|a))|ε)(b*)),77,77,2,1.0,1.0,1.0
(((b|(b|b))|ε)(a|ε)),33,33,1,0,0,0
(((b|(b|b))|ε)(b|ε)),33,33,1,0,0,0
(((b|(b|b))|ε)(a*)),80,80,2,1.0,1.0,1.0
(((b|(b|b))|ε)(b*)),73,73,2,1.0,1.0,1.0
(((b|(a*))|ε)a),169,169,3,1.0,1.0,1.0
(((b|(a*))|ε)b),77,77,2,0,0,0
(((b|(b*))|ε)a),76,76,2,0,0,0
(((b|(b*))|ε)b),73,73,2,1.0,1.0,1.0
((((a*)|(a*))|ε)(a|ε)),76,76,2,1.0,1.0,1.0
((((a*)|(a*))|ε)(b|ε)),87,87,2,0,0,0
((((a*)|(a*))|ε)(a*)),35,35,1,1.0,1.0,1.0
((((a*)|(a*))|ε)(b*)),76,76,2,1.0,1.0,1.0
((((a*)|(b*))|ε)(a|ε)),163,163,3,1.0,1.0,1.0
((((a*)|(b*))|ε)(b|ε)),167,167,3,1.0,1.0,1.0
((((a*)|(b*))|ε)(a*)),76,76,2,1.0,1.0,1.0
((((a*)|(b*))|ε)(b*)),76,76,2,1.0,1.0,1.0
((((b*)|(a*))|ε)(a|ε)),163,163,3,1.0,1.0,1.0
((((b*)|(a*))|ε)(b|ε)),167,167,3,1.0,1.0,1.0
((((b*)|(a*))|ε)(a*)),76,76,2,1.0,1.0,1.0
((((b*)|(a*))|ε)(b*)),76,76,2,1.0,1.0,1.0
((((b*)|(b*))|ε)(a|ε)),76,76,2,0,0,0
((((b*)|(b*))|ε)(b|ε)),73,73,2,1.0,1.0,1.0
((((b*)|(b*))|ε)(a*)),76,76,2,1.0,1.0,1.0
((((b*)|(b*))|ε)(b*)),35,35,1,1.0,1.0,1.0
((a|ε)((a|(a|a))|ε)),33,33,1,0,0,0
((a|ε)((a|(a|b))|ε)),33,33,1,0,0,0
((a|ε)((a|(b|a))|ε)),33,33,1,0,0,0
((a|ε)((a|(b|b))|ε)),33,33,1,0,0,0
((a|ε)((b|(a|a))|ε)),33,33,1,0,0,0
((a|ε)((b|(a|b))|ε)),33,33,1,0,0,0
((a|ε)((b|(b|a))|ε)),33,33,1,0,0,0
((a|ε)((b|(b|b))|ε)),33,33,1,0,0,0
((a|ε)(((a*)|(a*))|ε)),76,76,2,1.0,1.0,1.0
((a|ε)(((a*)|(b*))|ε)),167,167,3,1.0,1.0,1.0
((a|ε)(((b*)|(a*))|ε)),167,167,3,1.0,1.0,1.0
((a|ε)(((b*)|(b*))|ε)),76,76,2,0,0,0
((a|ε)(((a|ε)a)|ε)),33,33,1,0,0.0,0
((a|ε)(((a|ε)b)|ε)),33,33,1,0,0,0
((a|ε)(((b|ε)a)|ε)),33,33,1,0,0,0
((a|ε)(((b|ε)b)|ε)),33,33,1,0,0,0
((a|ε)((a(a|ε))|ε)),33,33,1,0,0.0,0
((a|ε)((a(b|ε))|ε)),33,33,1,0,0,0
((a|ε)((a(a*))|ε)),33,33,1,0,0.0,0
((a|ε)((a(b*))|ε)),33,33,1,0,0,0
((a|ε)((b(a|ε))|ε)),33,33,1,0,0,0
((a|ε)((b(b|ε))|ε)),33,33,1,0,0,0
((a|ε)((b(a*))|ε)),33,33,1,0,0,0
((a|ε)((b(b*))|ε)),33,33,1,0,0.0,0
((a|ε)(((a*)a)|ε)),33,33,1,0,0.0,0
((a|ε)(((a*)b)|ε)),33,33,1,0,0,0
((a|ε)(((b*)a)|ε)),33,33,1,0,0.0,0
((a|ε)(((b*)b)|ε)),33,33,1,0,0.0,0
((a|ε)(a|(a*))),76,76,2,1.0,1.0,1.0
((a|ε)(a|(b*))),76,76,2,0,0,0
((a|ε)(b|(a*))),76,76,2,1.0,1.0,1.0
((a|ε)(b|(b*))),76,76,2,0,0,0
((a|ε)((a|(a|a))*)),76,76,2,1.0,1.0,1.0
((a|ε)((a|(a|b))*)),77,77,2,1.0,1.0,1.0
((a|ε)((a|(b|a))*)),77,77,2,1.0,1.0,1.0
((a|ε)((a|(b|b))*)),77,77,2,1.0,1.0,1.0
((a|ε)((b|(a|a))*)),77,77,2,1.0,1.0,1.0
((a|ε)((b|(a|b))*)),77,77,2,1.0,1.0,1.0
((a|ε)((b|(b|a))*)),77,77,2,1.0,1.0,1.0
((a|ε)((b|(b|b))*)),76,76,2,0,0,0
((a|ε)(((a*)|(a*))*)),76,76,2,1.0,1.0,1.0
((a|ε)(((a*)|(b*))*)),77,77,2,1.0,1.0,1.0
((a|ε)(((b*)|(a*))*)),77,77,2,1.0,1.0,1.0
((a|ε)(((b*)|(b*))*)),76,76,2,0,0,0
((a|ε)(((a|ε)a)*)),76,76,2,1.0,1.0,1.0
((a|ε)(((a|ε)b)*)),76,76,2,0,0,0
((a|ε)(((b|ε)a)*)),76,76,2,0,0,0
((a|ε)(((b|ε)b)*)),95,95,2,0,0,0
((a|ε)((a(a|ε))*)),76,76,2,1.0,1.0,1.0
((a|ε)((a(b|ε))*)),76,76,2,0,0,0
((a|ε)((a(a*))*)),76,76,2,1.0,1.0,1.0
((a|ε)((a(b*))*)),153,153,3,1.0,1.0,1.0
((a|ε)((b(a|ε))*)),76,76,2,0,0,0
((a|ε)((b(b|ε))*)),95,95,2,0,0,0
((a|ε)((b(a*))*)),82,82,2,1.0,1.0,1.0
((a|ε)((b(b*))*)),76,76,2,0,0,0
((a|ε)(((a*)a)*)),76,76,2,1.0,1.0,1.0
((a|ε)(((a*)b)*)),145,145,3,1.0,1.0,1.0
((a|ε)(((b*)a)*)),169,169,3,1.0,1.0,1.0
((a|ε)(((b*)b)*)),76,76,2,0,0,0
((b|ε)((a|(a|a))|ε)),33,33,1,0,0,0
((b|ε)((a|(a|b))|ε)),33,33,1,0,0,0
((b|ε)((a|(b|a))|ε)),33,33,1,0,0,0
((b|ε)((a|(b|b))|ε)),33,33,1,0,0,0
((b|ε)((b|(a|a))|ε)),33,33,1,0,0,0
((b|ε)((b|(a|b))|ε)),33,33,1,0,0,0
((b|ε)((b|(b|a))|ε)),33,33,1,0,0,0
((b|ε)((b|(b|b))|ε)),33,33,1,0,0,0
((b|ε)(((a*)|(a*))|ε)),80,80,2,1.0,1.0,1.0
((b|ε)(((a*)|(b*))|ε)),169,169,3,1.0,1.0,1.0
((b|ε)(((b*)|(a*))|ε)),169,169,3,1.0,1.0,1.0
((b|ε)(((b*)|(b*))|ε)),73,73,2,1.0,1.0,1.0
((b|ε)(((a|ε)a)|ε)),33,33,1,0,0,0
((b|ε)(((a|ε)b)|ε)),33,33,1,0,0,0
((b|ε)(((b|ε)a)|ε)),33,33,1,0,0,0
((b|ε)(((b|ε)b)|ε)),33,33,1,0,0,0
((b|ε)((a(a|ε))|ε)),33,33,1,0,0,0
((b|ε)((a(b|ε))|ε)),33,33,1,0,0,0
((b|ε)((a(a*))|ε)),33,33,1,0,0.0,0
((b|ε)((a(b*))|ε)),33,33,1,0,0,0
((b|ε)((b(a|ε))|ε)),33,33,1,0,0,0
((b|ε)((b(b|ε))|ε)),33,33,1,0,0,0
((b|ε)((b(a*))|ε)),33,33,1,0,0,0
((b|ε)((b(b*))|ε)),33,33,1,0,0.0,0
((b|ε)(((a*)a)|ε)),33,33,1,0,0.0,0
((b|ε)(((a*)b)|ε)),33,33,1,0,0.0,0
((b|ε)(((b*)a)|ε)),33,33,1,0,0,0
((b|ε)(((b*)b)|ε)),33,33,1,0,0.0,0
((b|ε)(a|(a*))),80,80,2,1.0,1.0,1.0
((b|ε)(a|(b*))),84,84,2,1.0,1.0,1.0
((b|ε)(b|(a*))),84,84,2,1.0,1.0,1.0
((b|ε)(b|(b*))),73,73,2,1.0,1.0,1.0
((b|ε)((a|(a|a))*)),80,80,2,1.0,1.0,1.0
((b|ε)((a|(a|b))*)),80,80,2,1.0,1.0,1.0
((b|ε)((a|(b|a))*)),80,80,2,1.0,1.0,1.0
((b|ε)((a|(b|b))*)),80,80,2,1.0,1.0,1.0
((b|ε)((b|(a|a))*)),80,80,2,1.0,1.0,1.0
((b|ε)((b|(a|b))*)),80,80,2,1.0,1.0,1.0
((b|ε)((b|(b|a))*)),80,80,2,1.0,1.0,1.0
((b|ε)((b|(b|b))*)),73,73,2,1.0,1.0,1.0
((b|ε)(((a*)|(a*))*)),80,80,2,1.0,1.0,1.0
((b|ε)(((a*)|(b*))*)),80,80,2,1.0,1.0,1.0
((b|ε)(((b*)|(a*))*)),80,80,2,1.0,1.0,1.0
((b|ε)(((b*)|(b*))*)),73,73,2,1.0,1.0,1.0
((b|ε)(((a|ε)a)*)),87,87,2,0,0.0,0
((b|ε)(((a|ε)b)*)),87,87,2,0,0,0
((b|ε)(((b|ε)a)*)),87,87,2,0,0,0
((b|ε)(((b|ε)b)*)),87,87,2,1.0,1.0,1.0
((b|ε)((a(a|ε))*)),87,87,2,0,0.0,0
((b|ε)((a(b|ε))*)),87,87,2,0,0,0
((b|ε)((a(a*))*)),80,80,2,1.0,1.0,1.0
((b|ε)((a(b*))*)),84,84,2,1.0,1.0,1.0
((b|ε)((b(a|ε))*)),87,87,2,0,0,0
((b|ε)((b(b|ε))*)),87,87,2,1.0,1.0,1.0
((b|ε)((b(a*))*)),149,149,3,1.0,1.0,1.0
((b|ε)((b(b*))*)),73,73,2,1.0,1.0,1.0
((b|ε)(((a*)a)*)),80,80,2,1.0,1.0,1.0
((b|ε)(((a*)b)*)),170,170,3,1.0,1.0,1.0
((b|ε)(((b*)a)*)),161,161,3,1.0,1.0,1.0
((b|ε)(((b*)b)*)),73,73,2,1.0,1.0,1.0
((((a|ε)(a|ε))|ε)a),33,33,1,0,0.0,0
((((a|ε)(a|ε))|ε)b),33,33,1,0,0,0
((((a|ε)(b|ε))|ε)a),33,33,1,0,0,0
((((a|ε)(b|ε))|ε)b),33,33,1,0,0,0
((((a|ε)a)|ε)(a|ε)),33,33,1,0,0.0,0
((((a|ε)a)|ε)(b|ε)),33,33,1,0,0,0
((((a|ε)a)|ε)(a*)),33,33,1,0,0.0,0
((((a|ε)a)|ε)(b*)),33,33,1,0,0,0
((((a|ε)b)|ε)(a|ε)),33,33,1,0,0,0
((((a|ε)b)|ε)(b|ε)),33,33,1,0,0,0
((((a|ε)b)|ε)(a*)),33,33,1,0,0,0
((((a|ε)b)|ε)(b*)),33,33,1,0,0.0,0
((((a|ε)(a*))|ε)a),33,33,1,0,0.0,0
((((a|ε)(a*))|ε)b),33,33,1,0,0,0
((((a|ε)(b*))|ε)a),33,33,1,0,0.0,0
((((a|ε)(b*))|ε)b),33,33,1,0,0.0,0
((((b|ε)(a|ε))|ε)a),33,33,1,0,0,0
((((b|ε)(a|ε))|ε)b),33,33,1,0,0,0
((((b|ε)(b|ε))|ε)a),33,33,1,0,0,0
((((b|ε)(b|ε))|ε)b),33,33,1,0,0,0
((((b|ε)a)|ε)(a|ε)),33,33,1,0,0,0
((((b|ε)a)|ε)(b|ε)),33,33,1,0,0,0
((((b|ε)a)|ε)(a*)),33,33,1,0,0.0,0
((((b|ε)a)|ε)(b*)),33,33,1,0,0,0
((((b|ε)b)|ε)(a|ε)),33,33,1,0,0,0
((((b|ε)b)|ε)(b|ε)),33,33,1,0,0,0
((((b|ε)b)|ε)(a*)),33,33,1,0,0,0
((((b|ε)b)|ε)(b*)),33,33,1,0,0.0,0
((((b|ε)(a*))|ε)a),33,33,1,0,0.0,0
((((b|ε)(a*))|ε)b),33,33,1,0,0.0,0
((((b|ε)(b*))|ε)a),33,33,1,0,0,0
((((b|ε)(b*))|ε)b),33,33,1,0,0.0,0
(((a(a|ε))|ε)(a|ε)),33,33,1,0,0.0,0
(((a(a|ε))|ε)(b|ε)),33,33,1,0,0,0
(((a(a|ε))|ε)(a*)),33,33,1,0,0.0,0
(((a(a|ε))|ε)(b*)),33,33,1,0,0,0
(((a(b|ε))|ε)(a|ε)),33,33,1,0,0,0
(((a(b|ε))|ε)(b|ε)),33,33,1,0,0,0
(((a(b|ε))|ε)(a*)),33,33,1,0,0,0
(((a(b|ε))|ε)(b*)),33,33,1,0,0.0,0
(((a(a*))|ε)(a|ε)),33,33,1,0,0.0,0
(((a(a*))|ε)(b|ε)),33,33,1,0,0,0
(((a(a*))|ε)(a*)),76,76,2,1.0,1.0,1.0
(((a(a*))|ε)(b*)),76,76,2,1.0,1.0,1.0
(((a(b*))|ε)(a|ε)),33,33,1,0,0.0,0
(((a(b*))|ε)(b|ε)),33,33,1,0,0.0,0
(((a(b*))|ε)(a*)),95,95,2,1.0,1.0,1.0
(((a(b*))|ε)(b*)),76,76,2,0,0,0
(((b(a|ε))|ε)(a|ε)),33,33,1,0,0,0
(((b(a|ε))|ε)(b|ε)),33,33,1,0,0,0
(((b(a|ε))|ε)(a*)),33,33,1,0,0.0,0
(((b(a|ε))|ε)(b*)),33,33,1,0,0,0
(((b(b|ε))|ε)(a|ε)),33,33,1,0,0,0
(((b(b|ε))|ε)(b|ε)),33,33,1,0,0,0
(((b(b|ε))|ε)(a*)),33,33,1,0,0,0
(((b(b|ε))|ε)(b*)),33,33,1,0,0.0,0
(((b(a*))|ε)(a|ε)),33,33,1,0,0.0,0
(((b(a*))|ε)(b|ε)),33,33,1,0,0.0,0
(((b(a*))|ε)(a*)),80,80,2,1.0,1.0,1.0
(((b(a*))|ε)(b*)),145,145,3,1.0,1.0,1.0
(((b(b*))|ε)(a|ε)),33,33,1,0,0,0
(((b(b*))|ε)(b|ε)),33,33,1,0,0.0,0
(((b(b*))|ε)(a*)),84,84,2,1.0,1.0,1.0
(((b(b*))|ε)(b*)),73,73,2,1.0,1.0,1.0
((((a*)(a|ε))|ε)a),33,33,1,0,0.0,0
((((a*)(a|ε))|ε)b),33,33,1,0,0,0
((((a*)(b|ε))|ε)a),33,33,1,0,0.0,0
((((a*)(b|ε))|ε)b),33,33,1,0,0,0
((((a*)a)|ε)(a|ε)),33,33,1,0,0.0,0
((((a*)a)|ε)(b|ε)),33,33,1,0,0,0
((((a*)a)|ε)(a*)),76,76,2,1.0,1.0,1.0
((((a*)a)|ε)(b*)),76,76,2,1.0,1.0,1.0
((((a*)b)|ε)(a|ε)),33,33,1,0,0.0,0
((((a*)b)|ε)(b|ε)),33,33,1,0,0,0
((((a*)b)|ε)(a*)),80,80,2,1.0,1.0,1.0
((((a*)b)|ε)(b*)),73,73,2,1.0,1.0,1.0
((((a*)(a*))|ε)a),76,76,2,1.0,1.0,1.0
((((a*)(a*))|ε)b),87,87,2,0,0,0
((((a*)(b*))|ε)a),95,95,2,1.0,1.0,1.0
((((a*)(b*))|ε)b),73,73,2,1.0,1.0,1.0
((((b*)(a|ε))|ε)a),147,147,3,1.0,1.0,1.0
((((b*)(a|ε))|ε)b),33,33,1,0,0,0
((((b*)(b|ε))|ε)a),33,33,1,0,0,0
((((b*)(b|ε))|ε)b),33,33,1,0,0.0,0
((((b*)a)|ε)(a|ε)),147,147,3,1.0,1.0,1.0
((((b*)a)|ε)(b|ε)),33,33,1,0,0,0
((((b*)a)|ε)(a*)),76,76,2,1.0,1.0,1.0
((((b*)a)|ε)(b*)),76,76,2,1.0,1.0,1.0
((((b*)b)|ε)(a|ε)),33,33,1,0,0,0
((((b*)b)|ε)(b|ε)),33,33,1,0,0.0,0
((((b*)b)|ε)(a*)),84,84,2,1.0,1.0,1.0
((((b*)b)|ε)(b*)),73,73,2,1.0,1.0,1.0
((((b*)(a*))|ε)a),76,76,2,1.0,1.0,1.0
((((b*)(a*))|ε)b),90,90,2,1.0,1.0,1.0
((((b*)(b*))|ε)a),76,76,2,0,0,0
((((b*)(b*))|ε)b),73,73,2,1.0,1.0,1.0
((a|a)((a|a)|ε)),33,33,1,0,0,0
((a|a)((a|b)|ε)),33,33,1,0,0,0
((a|a)((b|a)|ε)),33,33,1,0,0,0
((a|a)((b|b)|ε)),33,33,1,0,0,0
((a|a)((a|a)*)),76,76,2,1.0,1.0,1.0
((a|a)((a|b)*)),77,77,2,1.0,1.0,1.0
((a|a)((b|a)*)),77,77,2,1.0,1.0,1.0
((a|a)((b|b)*)),76,76,2,0,0,0
((a|b)((a|a)|ε)),33,33,1,0,0,0
((a|b)((a|b)|ε)),33,33,1,0,0,0
((a|b)((b|a)|ε)),33,33,1,0,0,0
((a|b)((b|b)|ε)),33,33,1,0,0,0
((a|b)((a|a)*)),76,76,2,1.0,1.0,1.0
((a|b)((a|b)*)),35,35,1,1.0,1.0,1.0
((a|b)((b|a)*)),35,35,1,1.0,1.0,1.0
((a|b)((b|b)*)),77,77,2,1.0,1.0,1.0
((a|(a|(a|a)))a),33,33,1,0,0,0
((a|(a|(a|a)))b),33,33,1,0,0,0
((a|(a|(a|b)))a),33,33,1,0,0,0
((a|(a|(a|b)))b),33,33,1,0,0,0
((a|(a|(b|a)))a),33,33,1,0,0,0
((a|(a|(b|a)))b),33,33,1,0,0,0
((a|(a|(b|b)))a),33,33,1,0,0,0
((a|(a|(b|b)))b),33,33,1,0,0,0
((a|(b|(a|a)))a),33,33,1,0,0,0
((a|(b|(a|a)))b),33,33,1,0,0,0
((a|(b|(a|b)))a),33,33,1,0,0,0
((a|(b|(a|b)))b),33,33,1,0,0,0
((a|(b|(b|a)))a),33,33,1,0,0,0
((a|(b|(b|a)))b),33,33,1,0,0,0
((a|(b|(b|b)))a),33,33,1,0,0,0
((a|(b|(b|b)))b),33,33,1,0,0,0
((a|(a*))(a|ε)),76,76,2,1.0,1.0,1.0
((a|(a*))(b|ε)),87,87,2,0,0,0
((a|(a*))(a*)),35,35,1,1.0,1.0,1.0
((a|(a*))(b*)),76,76,2,1.0,1.0,1.0
((a|(b*))(a|ε)),169,169,3,0,0,0
((a|(b*))(b|ε)),173,173,3,1.0,1.0,1.0
((a|(b*))(a*)),76,76,2,1.0,1.0,1.0
((a|(b*))(b*)),76,76,2,1.0,1.0,1.0
((b|a)((a|a)|ε)),33,33,1,0,0,0
((b|a)((a|b)|ε)),33,33,1,0,0,0
((b|a)((b|a)|ε)),33,33,1,0,0,0
((b|a)((b|b)|ε)),33,33,1,0,0,0
((b|a)((a|a)*)),76,76,2,1.0,1.0,1.0
((b|a)((a|b)*)),35,35,1,1.0,1.0,1.0
((b|a)((b|a)*)),35,35,1,1.0,1.0,1.0
((b|a)((b|b)*)),77,77,2,1.0,1.0,1.0
((b|b)((a|a)|ε)),33,33,1,0,0,0
((b|b)((a|b)|ε)),33,33,1,0,0,0
((b|b)((b|a)|ε)),33,33,1,0,0,0
((b|b)((b|b)|ε)),33,33,1,0,0,0
((b|b)((a|a)*)),80,80,2,1.0,1.0,1.0
((b|b)((a|b)*)),80,80,2,1.0,1.0,1.0
((b|b)((b|a)*)),80,80,2,1.0,1.0,1.0
((b|b)((b|b)*)),73,73,2,1.0,1.0,1.0
((b|(a|(a|a)))a),33,33,1,0,0,0
((b|(a|(a|a)))b),33,33,1,0,0,0
((b|(a|(a|b)))a),33,33,1,0,0,0
((b|(a|(a|b)))b),33,33,1,0,0,0
((b|(a|(b|a)))a),33,33,1,0,0,0
((b|(a|(b|a)))b),33,33,1,0,0,0
((b|(a|(b|b)))a),33,33,1,0,0,0
((b|(a|(b|b)))b),33,33,1,0,0,0
((b|(b|(a|a)))a),33,33,1,0,0,0
((b|(b|(a|a)))b),33,33,1,0,0,0
((b|(b|(a|b)))a),33,33,1,0,0,0
((b|(b|(a|b)))b),33,33,1,0,0,0
((b|(b|(b|a)))a),33,33,1,0,0,0
((b|(b|(b|a)))b),33,33,1,0,0,0
((b|(b|(b|b)))a),33,33,1,0,0,0
((b|(b|(b|b)))b),33,33,1,0,0,0
((b|(a*))(a|ε)),169,169,3,1.0,1.0,1.0
((b|(a*))(b|ε)),77,77,2,0,0,0
((b|(a*))(a*)),76,76,2,1.0,1.0,1.0
((b|(a*))(b*)),76,76,2,1.0,1.0,1.0
((b|(b*))(a|ε)),76,76,2,0,0,0
((b|(b*))(b|ε)),73,73,2,1.0,1.0,1.0
((b|(b*))(a*)),76,76,2,1.0,1.0,1.0
((b|(b*))(b*)),35,35,1,1.0,1.0,1.0
(a((a|(a*))|ε)),76,76,2,1.0,1.0,1.0
(a((a|(b*))|ε)),76,76,2,0,0,0
(a((b|(a*))|ε)),76,76,2,1.0,1.0,1.0
(a((b|(b*))|ε)),76,76,2,0,0,0
(a(((a|ε)(a|ε))|ε)),33,33,1,0,0.0,0
(a(((a|ε)(b|ε))|ε)),33,33,1,0,0,0
(a(((a|ε)(a*))|ε)),33,33,1,0,0.0,0
(a(((a|ε)(b*))|ε)),33,33,1,0,0,0
(a(((b|ε)(a|ε))|ε)),33,33,1,0,0,0
(a(((b|ε)(b|ε))|ε)),33,33,1,0,0,0
(a(((b|ε)(a*))|ε)),33,33,1,0,0,0
(a(((b|ε)(b*))|ε)),33,33,1,0,0.0,0
(a(((a*)(a|ε))|ε)),33,33,1,0,0.0,0
(a(((a*)(b|ε))|ε)),33,33,1,0,0,0
(a(((a*)(a*))|ε)),76,76,2,1.0,1.0,1.0
(a(((a*)(b*))|ε)),76,76,2,1.0,1.0,1.0
(a(((b*)(a|ε))|ε)),33,33,1,0,0.0,0
(a(((b*)(b|ε))|ε)),33,33,1,0,0.0,0
(a(((b*)(a*))|ε)),95,95,2,1.0,1.0,1.0
(a(((b*)(b*))|ε)),76,76,2,0,0,0
(a(a|(a|(a|a)))),33,33,1,0,0,0
(a(a|(a|(a|b)))),33,33,1,0,0,0
(a(a|(a|(b|a)))),33,33,1,0,0,0
(a(a|(a|(b|b)))),33,33,1,0,0,0
(a(a|(b|(a|a)))),33,33,1,0,0,0
(a(a|(b|(a|b)))),33,33,1,0,0,0
(a(a|(b|(b|a)))),33,33,1,0,0,0
(a(a|(b|(b|b)))),33,33,1,0,0,0
(a(b|(a|(a|a)))),33,33,1,0,0,0
(a(b|(a|(a|b)))),33,33,1,0,0,0
(a(b|(a|(b|a)))),33,33,1,0,0,0
(a(b|(a|(b|b)))),33,33,1,0,0,0
(a(b|(b|(a|a)))),33,33,1,0,0,0
(a(b|(b|(a|b)))),33,33,1,0,0,0
(a(b|(b|(b|a)))),33,33,1,0,0,0
(a(b|(b|(b|b)))),33,33,1,0,0,0
(a((a|(a*))*)),76,76,2,1.0,1.0,1.0
(a((a|(b*))*)),77,77,2,1.0,1.0,1.0
(a((b|(a*))*)),77,77,2,1.0,1.0,1.0
(a((b|(b*))*)),76,76,2,0,0,0
(a(((a|ε)(a|ε))*)),76,76,2,1.0,1.0,1.0
(a(((a|ε)(b|ε))*)),76,76,2,0,0,0
(a(((a|ε)(a*))*)),76,76,2,1.0,1.0,1.0
(a(((a|ε)(b*))*)),153,153,3,1.0,1.0,1.0
(a(((b|ε)(a|ε))*)),76,76,2,0,0,0
(a(((b|ε)(b|ε))*)),95,95,2,0,0,0
(a(((b|ε)(a*))*)),82,82,2,1.0,1.0,1.0
(a(((b|ε)(b*))*)),76,76,2,0,0,0
(a(((a*)(a|ε))*)),76,76,2,1.0,1.0,1.0
(a(((a*)(b|ε))*)),145,145,3,1.0,1.0,1.0
(a(((a*)(a*))*)),76,76,2,1.0,1.0,1.0
(a(((a*)(b*))*)),77,77,2,1.0,1.0,1.0
(a(((b*)(a|ε))*)),169,169,3,1.0,1.0,1.0
(a(((b*)(b|ε))*)),76,76,2,0,0,0
(a(((b*)(a*))*)),77,77,2,1.0,1.0,1.0
(a(((b*)(b*))*)),76,76,2,0,0,0
(b((a|(a*))|ε)),80,80,2,1.0,1.0,1.0
(b((a|(b*))|ε)),84,84,2,1.0,1.0,1.0
(b((b|(a*))|ε)),84,84,2,1.0,1.0,1.0
(b((b|(b*))|ε)),73,73,2,1.0,1.0,1.0
(b(((a|ε)(a|ε))|ε)),33,33,1,0,0,0
(b(((a|ε)(b|ε))|ε)),33,33,1,0,0,0
(b(((a|ε)(a*))|ε)),33,33,1,0,0.0,0
(b(((a|ε)(b*))|ε)),33,33,1,0,0,0
(b(((b|ε)(a|ε))|ε)),33,33,1,0,0,0
(b(((b|ε)(b|ε))|ε)),33,33,1,0,0,0
(b(((b|ε)(a*))|ε)),33,33,1,0,0,0
(b(((b|ε)(b*))|ε)),33,33,1,0,0.0,0
(b(((a*)(a|ε))|ε)),33,33,1,0,0.0,0
(b(((a*)(b|ε))|ε)),33,33,1,0,0.0,0
(b(((a*)(a*))|ε)),80,80,2,1.0,1.0,1.0
(b(((a*)(b*))|ε)),145,145,3,1.0,1.0,1.0
(b(((b*)(a|ε))|ε)),33,33,1,0,0,0
(b(((b*)(b|ε))|ε)),33,33,1,0,0.0,0
(b(((b*)(a*))|ε)),84,84,2,1.0,1.0,1.0
(b(((b*)(b*))|ε)),73,73,2,1.0,1.0,1.0
(b(a|(a|(a|a)))),33,33,1,0,0,0
(b(a|(a|(a|b)))),33,33,1,0,0,0
(b(a|(a|(b|a)))),33,33,1,0,0,0
(b(a|(a|(b|b)))),33,33,1,0,0,0
(b(a|(b|(a|a)))),33,33,1,0,0,0
(b(a|(b|(a|b)))),33,33,1,0,0,0
(b(a|(b|(b|a)))),33,33,1,0,0,0
(b(a|(b|(b|b)))),33,33,1,0,0,0
(b(b|(a|(a|a)))),33,33,1,0,0,0
(b(b|(a|(a|b)))),33,33,1,0,0,0
(b(b|(a|(b|a)))),33,33,1,0,0,0
(b(b|(a|(b|b)))),33,33,1,0,0,0
(b(b|(b|(a|a)))),33,33,1,0,0,0
(b(b|(b|(a|b)))),33,33,1,0,0,0
(b(b|(b|(b|a)))),33,33,1,0,0,0
(b(b|(b|(b|b)))),33,33,1,0,0,0
(b((a|(a*))*)),80,80,2,1.0,1.0,1.0
(b((a|(b*))*)),80,80,2,1.0,1.0,1.0
(b((b|(a*))*)),80,80,2,1.0,1.0,1.0
(b((b|(b*))*)),73,73,2,1.0,1.0,1.0
(b(((a|ε)(a|ε))*)),87,87,2,0,0.0,0
(b(((a|ε)(b|ε))*)),87,87,2,0,0,0
(b(((a|ε)(a*))*)),80,80,2,1.0,1.0,1.0
(b(((a|ε)(b*))*)),84,84,2,1.0,1.0,1.0
(b(((b|ε)(a|ε))*)),87,87,2,0,0,0
(b(((b|ε)(b|ε))*)),87,87,2,1.0,1.0,1.0
(b(((b|ε)(a*))*)),149,149,3,1.0,1.0,1.0
(b(((b|ε)(b*))*)),73,73,2,1.0,1.0,1.0
(b(((a*)(a|ε))*)),80,80,2,1.0,1.0,1.0
(b(((a*)(b|ε))*)),170,170,3,1.0,1.0,1.0
(b(((a*)(a*))*)),80,80,2,1.0,1.0,1.0
(b(((a*)(b*))*)),80,80,2,1.0,1.0,1.0
